TF_ID	Gene_ID	Family
Cotton_A_26317_BGI-A2_v1.0	Cotton_A_26317	HD-ZIP
Cotton_A_27957_BGI-A2_v1.0	Cotton_A_27957	HD-ZIP
Cotton_A_11191_BGI-A2_v1.0	Cotton_A_11191	HD-ZIP
Cotton_A_30333_BGI-A2_v1.0	Cotton_A_30333	HD-ZIP
Cotton_A_09138_BGI-A2_v1.0	Cotton_A_09138	HD-ZIP
Cotton_A_07152_BGI-A2_v1.0	Cotton_A_07152	HD-ZIP
Cotton_A_15440_BGI-A2_v1.0	Cotton_A_15440	HD-ZIP
Cotton_A_27084_BGI-A2_v1.0	Cotton_A_27084	HD-ZIP
Cotton_A_24633_BGI-A2_v1.0	Cotton_A_24633	HD-ZIP
Cotton_A_25802_BGI-A2_v1.0	Cotton_A_25802	HD-ZIP
Cotton_A_06354_BGI-A2_v1.0	Cotton_A_06354	HD-ZIP
Cotton_A_02692_BGI-A2_v1.0	Cotton_A_02692	HD-ZIP
Cotton_A_22902_BGI-A2_v1.0	Cotton_A_22902	HD-ZIP
Cotton_A_26519_BGI-A2_v1.0	Cotton_A_26519	HD-ZIP
Cotton_A_07682_BGI-A2_v1.0	Cotton_A_07682	HD-ZIP
Cotton_A_20373_BGI-A2_v1.0	Cotton_A_20373	HD-ZIP
Cotton_A_09802_BGI-A2_v1.0	Cotton_A_09802	HD-ZIP
Cotton_A_24777_BGI-A2_v1.0	Cotton_A_24777	HD-ZIP
Cotton_A_02815_BGI-A2_v1.0	Cotton_A_02815	HD-ZIP
Cotton_A_29012_BGI-A2_v1.0	Cotton_A_29012	HD-ZIP
Cotton_A_07684_BGI-A2_v1.0	Cotton_A_07684	HD-ZIP
Cotton_A_31305_BGI-A2_v1.0	Cotton_A_31305	HD-ZIP
Cotton_A_31306_BGI-A2_v1.0	Cotton_A_31306	HD-ZIP
Cotton_A_37018_BGI-A2_v1.0	Cotton_A_37018	HD-ZIP
Cotton_A_07685_BGI-A2_v1.0	Cotton_A_07685	HD-ZIP
Cotton_A_10835_BGI-A2_v1.0	Cotton_A_10835	HD-ZIP
Cotton_A_39533_BGI-A2_v1.0	Cotton_A_39533	HD-ZIP
Cotton_A_19429_BGI-A2_v1.0	Cotton_A_19429	HD-ZIP
Cotton_A_41261_BGI-A2_v1.0	Cotton_A_41261	HD-ZIP
Cotton_A_19290_BGI-A2_v1.0	Cotton_A_19290	HD-ZIP
Cotton_A_00507_BGI-A2_v1.0	Cotton_A_00507	HD-ZIP
Cotton_A_17302_BGI-A2_v1.0	Cotton_A_17302	HD-ZIP
Cotton_A_25888_BGI-A2_v1.0	Cotton_A_25888	HD-ZIP
Cotton_A_00505_BGI-A2_v1.0	Cotton_A_00505	HD-ZIP
Cotton_A_27816_BGI-A2_v1.0	Cotton_A_27816	HD-ZIP
Cotton_A_27817_BGI-A2_v1.0	Cotton_A_27817	HD-ZIP
Cotton_A_35320_BGI-A2_v1.0	Cotton_A_35320	HD-ZIP
Cotton_A_02375_BGI-A2_v1.0	Cotton_A_02375	HD-ZIP
Cotton_A_34158_BGI-A2_v1.0	Cotton_A_34158	HD-ZIP
Cotton_A_01632_BGI-A2_v1.0	Cotton_A_01632	HD-ZIP
Cotton_A_37086_BGI-A2_v1.0	Cotton_A_37086	HD-ZIP
Cotton_A_32300_BGI-A2_v1.0	Cotton_A_32300	HD-ZIP
Cotton_A_30465_BGI-A2_v1.0	Cotton_A_30465	HD-ZIP
Cotton_A_02021_BGI-A2_v1.0	Cotton_A_02021	HD-ZIP
Cotton_A_13207_BGI-A2_v1.0	Cotton_A_13207	HD-ZIP
Cotton_A_32808_BGI-A2_v1.0	Cotton_A_32808	HD-ZIP
Cotton_A_06253_BGI-A2_v1.0	Cotton_A_06253	HD-ZIP
Cotton_A_34913_BGI-A2_v1.0	Cotton_A_34913	HD-ZIP
Cotton_A_21639_BGI-A2_v1.0	Cotton_A_21639	HD-ZIP
Cotton_A_25268_BGI-A2_v1.0	Cotton_A_25268	TALE
Cotton_A_27818_BGI-A2_v1.0	Cotton_A_27818	TALE
Cotton_A_04656_BGI-A2_v1.0	Cotton_A_04656	TALE
Cotton_A_33973_BGI-A2_v1.0	Cotton_A_33973	TALE
Cotton_A_34107_BGI-A2_v1.0	Cotton_A_34107	TALE
Cotton_A_10669_BGI-A2_v1.0	Cotton_A_10669	TALE
Cotton_A_18479_BGI-A2_v1.0	Cotton_A_18479	TALE
Cotton_A_08468_BGI-A2_v1.0	Cotton_A_08468	TALE
Cotton_A_08380_BGI-A2_v1.0	Cotton_A_08380	TALE
Cotton_A_08384_BGI-A2_v1.0	Cotton_A_08384	TALE
Cotton_A_34157_BGI-A2_v1.0	Cotton_A_34157	TALE
Cotton_A_11503_BGI-A2_v1.0	Cotton_A_11503	TALE
Cotton_A_01196_BGI-A2_v1.0	Cotton_A_01196	TALE
Cotton_A_26598_BGI-A2_v1.0	Cotton_A_26598	TALE
Cotton_A_19190_BGI-A2_v1.0	Cotton_A_19190	TALE
Cotton_A_14429_BGI-A2_v1.0	Cotton_A_14429	TALE
Cotton_A_23798_BGI-A2_v1.0	Cotton_A_23798	TALE
Cotton_A_09961_BGI-A2_v1.0	Cotton_A_09961	TALE
Cotton_A_28415_BGI-A2_v1.0	Cotton_A_28415	TALE
Cotton_A_05379_BGI-A2_v1.0	Cotton_A_05379	HD-ZIP
Cotton_A_35739_BGI-A2_v1.0	Cotton_A_35739	HD-ZIP
Cotton_A_01049_BGI-A2_v1.0	Cotton_A_01049	HD-ZIP
Cotton_A_38379_BGI-A2_v1.0	Cotton_A_38379	HD-ZIP
Cotton_A_32341_BGI-A2_v1.0	Cotton_A_32341	HD-ZIP
Cotton_A_25654_BGI-A2_v1.0	Cotton_A_25654	HD-ZIP
Cotton_A_40124_BGI-A2_v1.0	Cotton_A_40124	HD-ZIP
Cotton_A_24123_BGI-A2_v1.0	Cotton_A_24123	HD-ZIP
Cotton_A_03394_BGI-A2_v1.0	Cotton_A_03394	HD-ZIP
Cotton_A_20473_BGI-A2_v1.0	Cotton_A_20473	HD-ZIP
Cotton_A_05396_BGI-A2_v1.0	Cotton_A_05396	HD-ZIP
Cotton_A_01469_BGI-A2_v1.0	Cotton_A_01469	HD-ZIP
Cotton_A_22259_BGI-A2_v1.0	Cotton_A_22259	HD-ZIP
Cotton_A_10243_BGI-A2_v1.0	Cotton_A_10243	HD-ZIP
Cotton_A_32389_BGI-A2_v1.0	Cotton_A_32389	HD-ZIP
Cotton_A_38798_BGI-A2_v1.0	Cotton_A_38798	HD-ZIP
Cotton_A_05129_BGI-A2_v1.0	Cotton_A_05129	HD-ZIP
Cotton_A_07197_BGI-A2_v1.0	Cotton_A_07197	HD-ZIP
Cotton_A_07061_BGI-A2_v1.0	Cotton_A_07061	HD-ZIP
Cotton_A_10520_BGI-A2_v1.0	Cotton_A_10520	HD-ZIP
Cotton_A_04266_BGI-A2_v1.0	Cotton_A_04266	HD-ZIP
Cotton_A_06375_BGI-A2_v1.0	Cotton_A_06375	HB-PHD
Cotton_A_24588_BGI-A2_v1.0	Cotton_A_24588	HB-PHD
Cotton_A_21696_BGI-A2_v1.0	Cotton_A_21696	HB-PHD
Cotton_A_29751_BGI-A2_v1.0	Cotton_A_29751	HB-PHD
Cotton_A_00067_BGI-A2_v1.0	Cotton_A_00067	C3H
Cotton_A_00068_BGI-A2_v1.0	Cotton_A_00068	C3H
Cotton_A_00383_BGI-A2_v1.0	Cotton_A_00383	C2H2
Cotton_A_00487_BGI-A2_v1.0	Cotton_A_00487	C2H2
Cotton_A_00517_BGI-A2_v1.0	Cotton_A_00517	C2H2
Cotton_A_00830_BGI-A2_v1.0	Cotton_A_00830	C3H
Cotton_A_00928_BGI-A2_v1.0	Cotton_A_00928	C2H2
Cotton_A_00942_BGI-A2_v1.0	Cotton_A_00942	C2H2
Cotton_A_00988_BGI-A2_v1.0	Cotton_A_00988	C3H
Cotton_A_01098_BGI-A2_v1.0	Cotton_A_01098	C3H
Cotton_A_01116_BGI-A2_v1.0	Cotton_A_01116	C2H2
Cotton_A_01186_BGI-A2_v1.0	Cotton_A_01186	C2H2
Cotton_A_01293_BGI-A2_v1.0	Cotton_A_01293	C2H2
Cotton_A_01347_BGI-A2_v1.0	Cotton_A_01347	C3H
Cotton_A_01466_BGI-A2_v1.0	Cotton_A_01466	C2H2
Cotton_A_01628_BGI-A2_v1.0	Cotton_A_01628	C2H2
Cotton_A_01629_BGI-A2_v1.0	Cotton_A_01629	C2H2
Cotton_A_01742_BGI-A2_v1.0	Cotton_A_01742	C2H2
Cotton_A_01797_BGI-A2_v1.0	Cotton_A_01797	C3H
Cotton_A_01862_BGI-A2_v1.0	Cotton_A_01862	C2H2
Cotton_A_01917_BGI-A2_v1.0	Cotton_A_01917	C3H
Cotton_A_02187_BGI-A2_v1.0	Cotton_A_02187	C3H
Cotton_A_02243_BGI-A2_v1.0	Cotton_A_02243	C2H2
Cotton_A_02437_BGI-A2_v1.0	Cotton_A_02437	C2H2
Cotton_A_02439_BGI-A2_v1.0	Cotton_A_02439	C2H2
Cotton_A_02564_BGI-A2_v1.0	Cotton_A_02564	C2H2
Cotton_A_02696_BGI-A2_v1.0	Cotton_A_02696	C3H
Cotton_A_02832_BGI-A2_v1.0	Cotton_A_02832	C2H2
Cotton_A_03077_BGI-A2_v1.0	Cotton_A_03077	C3H
Cotton_A_03125_BGI-A2_v1.0	Cotton_A_03125	C3H
Cotton_A_03311_BGI-A2_v1.0	Cotton_A_03311	C2H2
Cotton_A_03585_BGI-A2_v1.0	Cotton_A_03585	C2H2
Cotton_A_03586_BGI-A2_v1.0	Cotton_A_03586	C2H2
Cotton_A_03995_BGI-A2_v1.0	Cotton_A_03995	C2H2
Cotton_A_03996_BGI-A2_v1.0	Cotton_A_03996	C2H2
Cotton_A_04482_BGI-A2_v1.0	Cotton_A_04482	C2H2
Cotton_A_04582_BGI-A2_v1.0	Cotton_A_04582	C3H
Cotton_A_04715_BGI-A2_v1.0	Cotton_A_04715	C2H2
Cotton_A_04878_BGI-A2_v1.0	Cotton_A_04878	C3H
Cotton_A_04898_BGI-A2_v1.0	Cotton_A_04898	LSD
Cotton_A_04996_BGI-A2_v1.0	Cotton_A_04996	C3H
Cotton_A_05439_BGI-A2_v1.0	Cotton_A_05439	C2H2
Cotton_A_05503_BGI-A2_v1.0	Cotton_A_05503	C2H2
Cotton_A_05602_BGI-A2_v1.0	Cotton_A_05602	C3H
Cotton_A_05774_BGI-A2_v1.0	Cotton_A_05774	C3H
Cotton_A_05923_BGI-A2_v1.0	Cotton_A_05923	C3H
Cotton_A_06060_BGI-A2_v1.0	Cotton_A_06060	C3H
Cotton_A_06087_BGI-A2_v1.0	Cotton_A_06087	C2H2
Cotton_A_06773_BGI-A2_v1.0	Cotton_A_06773	C2H2
Cotton_A_06823_BGI-A2_v1.0	Cotton_A_06823	C3H
Cotton_A_06824_BGI-A2_v1.0	Cotton_A_06824	C2H2
Cotton_A_06828_BGI-A2_v1.0	Cotton_A_06828	C3H
Cotton_A_07135_BGI-A2_v1.0	Cotton_A_07135	C2H2
Cotton_A_07313_BGI-A2_v1.0	Cotton_A_07313	C2H2
Cotton_A_07361_BGI-A2_v1.0	Cotton_A_07361	C2H2
Cotton_A_07623_BGI-A2_v1.0	Cotton_A_07623	C2H2
Cotton_A_07707_BGI-A2_v1.0	Cotton_A_07707	C2H2
Cotton_A_07802_BGI-A2_v1.0	Cotton_A_07802	C2H2
Cotton_A_07811_BGI-A2_v1.0	Cotton_A_07811	C3H
Cotton_A_07818_BGI-A2_v1.0	Cotton_A_07818	C2H2
Cotton_A_07898_BGI-A2_v1.0	Cotton_A_07898	LSD
Cotton_A_07903_BGI-A2_v1.0	Cotton_A_07903	C2H2
Cotton_A_07916_BGI-A2_v1.0	Cotton_A_07916	C3H
Cotton_A_07959_BGI-A2_v1.0	Cotton_A_07959	C2H2
Cotton_A_08063_BGI-A2_v1.0	Cotton_A_08063	C3H
Cotton_A_08194_BGI-A2_v1.0	Cotton_A_08194	C2H2
Cotton_A_08287_BGI-A2_v1.0	Cotton_A_08287	C3H
Cotton_A_08293_BGI-A2_v1.0	Cotton_A_08293	C2H2
Cotton_A_08799_BGI-A2_v1.0	Cotton_A_08799	C2H2
Cotton_A_08951_BGI-A2_v1.0	Cotton_A_08951	C3H
Cotton_A_09177_BGI-A2_v1.0	Cotton_A_09177	C3H
Cotton_A_09358_BGI-A2_v1.0	Cotton_A_09358	C3H
Cotton_A_09390_BGI-A2_v1.0	Cotton_A_09390	C3H
Cotton_A_09522_BGI-A2_v1.0	Cotton_A_09522	C3H
Cotton_A_09528_BGI-A2_v1.0	Cotton_A_09528	C2H2
Cotton_A_09582_BGI-A2_v1.0	Cotton_A_09582	C2H2
Cotton_A_09671_BGI-A2_v1.0	Cotton_A_09671	C2H2
Cotton_A_09820_BGI-A2_v1.0	Cotton_A_09820	C3H
Cotton_A_10233_BGI-A2_v1.0	Cotton_A_10233	LSD
Cotton_A_10286_BGI-A2_v1.0	Cotton_A_10286	C2H2
Cotton_A_10312_BGI-A2_v1.0	Cotton_A_10312	C3H
Cotton_A_10539_BGI-A2_v1.0	Cotton_A_10539	C2H2
Cotton_A_10871_BGI-A2_v1.0	Cotton_A_10871	C2H2
Cotton_A_10872_BGI-A2_v1.0	Cotton_A_10872	C2H2
Cotton_A_10916_BGI-A2_v1.0	Cotton_A_10916	C2H2
Cotton_A_11017_BGI-A2_v1.0	Cotton_A_11017	C2H2
Cotton_A_11041_BGI-A2_v1.0	Cotton_A_11041	C2H2
Cotton_A_11329_BGI-A2_v1.0	Cotton_A_11329	C3H
Cotton_A_11431_BGI-A2_v1.0	Cotton_A_11431	C3H
Cotton_A_11495_BGI-A2_v1.0	Cotton_A_11495	C2H2
Cotton_A_11892_BGI-A2_v1.0	Cotton_A_11892	C3H
Cotton_A_11969_BGI-A2_v1.0	Cotton_A_11969	C2H2
Cotton_A_12092_BGI-A2_v1.0	Cotton_A_12092	C2H2
Cotton_A_12206_BGI-A2_v1.0	Cotton_A_12206	C3H
Cotton_A_12503_BGI-A2_v1.0	Cotton_A_12503	C2H2
Cotton_A_12795_BGI-A2_v1.0	Cotton_A_12795	C3H
Cotton_A_12929_BGI-A2_v1.0	Cotton_A_12929	C2H2
Cotton_A_12946_BGI-A2_v1.0	Cotton_A_12946	C3H
Cotton_A_12996_BGI-A2_v1.0	Cotton_A_12996	C3H
Cotton_A_12997_BGI-A2_v1.0	Cotton_A_12997	C3H
Cotton_A_13065_BGI-A2_v1.0	Cotton_A_13065	C2H2
Cotton_A_13116_BGI-A2_v1.0	Cotton_A_13116	C2H2
Cotton_A_13122_BGI-A2_v1.0	Cotton_A_13122	LSD
Cotton_A_13123_BGI-A2_v1.0	Cotton_A_13123	LSD
Cotton_A_13280_BGI-A2_v1.0	Cotton_A_13280	C2H2
Cotton_A_13302_BGI-A2_v1.0	Cotton_A_13302	C2H2
Cotton_A_13624_BGI-A2_v1.0	Cotton_A_13624	C3H
Cotton_A_13737_BGI-A2_v1.0	Cotton_A_13737	C2H2
Cotton_A_13838_BGI-A2_v1.0	Cotton_A_13838	C3H
Cotton_A_13908_BGI-A2_v1.0	Cotton_A_13908	C2H2
Cotton_A_13920_BGI-A2_v1.0	Cotton_A_13920	C2H2
Cotton_A_13930_BGI-A2_v1.0	Cotton_A_13930	C3H
Cotton_A_13948_BGI-A2_v1.0	Cotton_A_13948	C2H2
Cotton_A_14012_BGI-A2_v1.0	Cotton_A_14012	C2H2
Cotton_A_14847_BGI-A2_v1.0	Cotton_A_14847	C2H2
Cotton_A_14880_BGI-A2_v1.0	Cotton_A_14880	C2H2
Cotton_A_15048_BGI-A2_v1.0	Cotton_A_15048	LSD
Cotton_A_15327_BGI-A2_v1.0	Cotton_A_15327	C2H2
Cotton_A_15377_BGI-A2_v1.0	Cotton_A_15377	C2H2
Cotton_A_15635_BGI-A2_v1.0	Cotton_A_15635	C2H2
Cotton_A_15843_BGI-A2_v1.0	Cotton_A_15843	C3H
Cotton_A_16011_BGI-A2_v1.0	Cotton_A_16011	C3H
Cotton_A_16124_BGI-A2_v1.0	Cotton_A_16124	C2H2
Cotton_A_16132_BGI-A2_v1.0	Cotton_A_16132	C2H2
Cotton_A_16420_BGI-A2_v1.0	Cotton_A_16420	C2H2
Cotton_A_16553_BGI-A2_v1.0	Cotton_A_16553	C2H2
Cotton_A_16994_BGI-A2_v1.0	Cotton_A_16994	C2H2
Cotton_A_17077_BGI-A2_v1.0	Cotton_A_17077	C2H2
Cotton_A_17603_BGI-A2_v1.0	Cotton_A_17603	C2H2
Cotton_A_17824_BGI-A2_v1.0	Cotton_A_17824	C3H
Cotton_A_18399_BGI-A2_v1.0	Cotton_A_18399	C2H2
Cotton_A_18465_BGI-A2_v1.0	Cotton_A_18465	C2H2
Cotton_A_18629_BGI-A2_v1.0	Cotton_A_18629	C2H2
Cotton_A_18898_BGI-A2_v1.0	Cotton_A_18898	C3H
Cotton_A_18922_BGI-A2_v1.0	Cotton_A_18922	C2H2
Cotton_A_19201_BGI-A2_v1.0	Cotton_A_19201	C2H2
Cotton_A_19328_BGI-A2_v1.0	Cotton_A_19328	C2H2
Cotton_A_19635_BGI-A2_v1.0	Cotton_A_19635	C2H2
Cotton_A_19663_BGI-A2_v1.0	Cotton_A_19663	C2H2
Cotton_A_19762_BGI-A2_v1.0	Cotton_A_19762	C3H
Cotton_A_19869_BGI-A2_v1.0	Cotton_A_19869	C2H2
Cotton_A_19983_BGI-A2_v1.0	Cotton_A_19983	C3H
Cotton_A_20229_BGI-A2_v1.0	Cotton_A_20229	C2H2
Cotton_A_20230_BGI-A2_v1.0	Cotton_A_20230	C2H2
Cotton_A_20334_BGI-A2_v1.0	Cotton_A_20334	C2H2
Cotton_A_20732_BGI-A2_v1.0	Cotton_A_20732	C2H2
Cotton_A_20833_BGI-A2_v1.0	Cotton_A_20833	C2H2
Cotton_A_21121_BGI-A2_v1.0	Cotton_A_21121	C3H
Cotton_A_21124_BGI-A2_v1.0	Cotton_A_21124	C3H
Cotton_A_21125_BGI-A2_v1.0	Cotton_A_21125	C3H
Cotton_A_21402_BGI-A2_v1.0	Cotton_A_21402	C3H
Cotton_A_21716_BGI-A2_v1.0	Cotton_A_21716	C2H2
Cotton_A_21865_BGI-A2_v1.0	Cotton_A_21865	C2H2
Cotton_A_21942_BGI-A2_v1.0	Cotton_A_21942	C3H
Cotton_A_22124_BGI-A2_v1.0	Cotton_A_22124	C2H2
Cotton_A_22698_BGI-A2_v1.0	Cotton_A_22698	C2H2
Cotton_A_22728_BGI-A2_v1.0	Cotton_A_22728	C2H2
Cotton_A_22888_BGI-A2_v1.0	Cotton_A_22888	C3H
Cotton_A_22907_BGI-A2_v1.0	Cotton_A_22907	C2H2
Cotton_A_22908_BGI-A2_v1.0	Cotton_A_22908	C2H2
Cotton_A_22951_BGI-A2_v1.0	Cotton_A_22951	C2H2
Cotton_A_23027_BGI-A2_v1.0	Cotton_A_23027	C3H
Cotton_A_23035_BGI-A2_v1.0	Cotton_A_23035	C2H2
Cotton_A_23121_BGI-A2_v1.0	Cotton_A_23121	C2H2
Cotton_A_23497_BGI-A2_v1.0	Cotton_A_23497	C2H2
Cotton_A_23645_BGI-A2_v1.0	Cotton_A_23645	C2H2
Cotton_A_23648_BGI-A2_v1.0	Cotton_A_23648	C3H
Cotton_A_23691_BGI-A2_v1.0	Cotton_A_23691	C2H2
Cotton_A_23987_BGI-A2_v1.0	Cotton_A_23987	C2H2
Cotton_A_24414_BGI-A2_v1.0	Cotton_A_24414	C2H2
Cotton_A_24436_BGI-A2_v1.0	Cotton_A_24436	C2H2
Cotton_A_24596_BGI-A2_v1.0	Cotton_A_24596	C2H2
Cotton_A_24729_BGI-A2_v1.0	Cotton_A_24729	C2H2
Cotton_A_25086_BGI-A2_v1.0	Cotton_A_25086	C2H2
Cotton_A_25087_BGI-A2_v1.0	Cotton_A_25087	C2H2
Cotton_A_25548_BGI-A2_v1.0	Cotton_A_25548	C2H2
Cotton_A_25614_BGI-A2_v1.0	Cotton_A_25614	C3H
Cotton_A_25928_BGI-A2_v1.0	Cotton_A_25928	C2H2
Cotton_A_26019_BGI-A2_v1.0	Cotton_A_26019	C2H2
Cotton_A_26287_BGI-A2_v1.0	Cotton_A_26287	C2H2
Cotton_A_26449_BGI-A2_v1.0	Cotton_A_26449	C2H2
Cotton_A_26936_BGI-A2_v1.0	Cotton_A_26936	C2H2
Cotton_A_27029_BGI-A2_v1.0	Cotton_A_27029	C3H
Cotton_A_27118_BGI-A2_v1.0	Cotton_A_27118	C2H2
Cotton_A_27168_BGI-A2_v1.0	Cotton_A_27168	C2H2
Cotton_A_27347_BGI-A2_v1.0	Cotton_A_27347	C3H
Cotton_A_27458_BGI-A2_v1.0	Cotton_A_27458	C2H2
Cotton_A_28021_BGI-A2_v1.0	Cotton_A_28021	C3H
Cotton_A_28135_BGI-A2_v1.0	Cotton_A_28135	C2H2
Cotton_A_28174_BGI-A2_v1.0	Cotton_A_28174	C2H2
Cotton_A_28213_BGI-A2_v1.0	Cotton_A_28213	C2H2
Cotton_A_28547_BGI-A2_v1.0	Cotton_A_28547	C3H
Cotton_A_28611_BGI-A2_v1.0	Cotton_A_28611	C2H2
Cotton_A_28641_BGI-A2_v1.0	Cotton_A_28641	C2H2
Cotton_A_28643_BGI-A2_v1.0	Cotton_A_28643	C2H2
Cotton_A_29310_BGI-A2_v1.0	Cotton_A_29310	C2H2
Cotton_A_29575_BGI-A2_v1.0	Cotton_A_29575	C2H2
Cotton_A_29686_BGI-A2_v1.0	Cotton_A_29686	C2H2
Cotton_A_29807_BGI-A2_v1.0	Cotton_A_29807	C2H2
Cotton_A_29883_BGI-A2_v1.0	Cotton_A_29883	C2H2
Cotton_A_30002_BGI-A2_v1.0	Cotton_A_30002	C3H
Cotton_A_30220_BGI-A2_v1.0	Cotton_A_30220	C2H2
Cotton_A_30227_BGI-A2_v1.0	Cotton_A_30227	C2H2
Cotton_A_30487_BGI-A2_v1.0	Cotton_A_30487	C3H
Cotton_A_30489_BGI-A2_v1.0	Cotton_A_30489	C3H
Cotton_A_30668_BGI-A2_v1.0	Cotton_A_30668	C2H2
Cotton_A_30904_BGI-A2_v1.0	Cotton_A_30904	C3H
Cotton_A_30952_BGI-A2_v1.0	Cotton_A_30952	C3H
Cotton_A_31376_BGI-A2_v1.0	Cotton_A_31376	C2H2
Cotton_A_31377_BGI-A2_v1.0	Cotton_A_31377	C2H2
Cotton_A_31827_BGI-A2_v1.0	Cotton_A_31827	C2H2
Cotton_A_31963_BGI-A2_v1.0	Cotton_A_31963	C2H2
Cotton_A_32041_BGI-A2_v1.0	Cotton_A_32041	C2H2
Cotton_A_32480_BGI-A2_v1.0	Cotton_A_32480	C2H2
Cotton_A_32488_BGI-A2_v1.0	Cotton_A_32488	C2H2
Cotton_A_32489_BGI-A2_v1.0	Cotton_A_32489	C2H2
Cotton_A_32573_BGI-A2_v1.0	Cotton_A_32573	C3H
Cotton_A_32768_BGI-A2_v1.0	Cotton_A_32768	C2H2
Cotton_A_32868_BGI-A2_v1.0	Cotton_A_32868	C2H2
Cotton_A_33225_BGI-A2_v1.0	Cotton_A_33225	C2H2
Cotton_A_33418_BGI-A2_v1.0	Cotton_A_33418	C2H2
Cotton_A_34319_BGI-A2_v1.0	Cotton_A_34319	C3H
Cotton_A_35158_BGI-A2_v1.0	Cotton_A_35158	C3H
Cotton_A_35591_BGI-A2_v1.0	Cotton_A_35591	C2H2
Cotton_A_35682_BGI-A2_v1.0	Cotton_A_35682	C2H2
Cotton_A_35683_BGI-A2_v1.0	Cotton_A_35683	C2H2
Cotton_A_36459_BGI-A2_v1.0	Cotton_A_36459	C3H
Cotton_A_36496_BGI-A2_v1.0	Cotton_A_36496	C2H2
Cotton_A_36602_BGI-A2_v1.0	Cotton_A_36602	C2H2
Cotton_A_36792_BGI-A2_v1.0	Cotton_A_36792	C2H2
Cotton_A_36933_BGI-A2_v1.0	Cotton_A_36933	C2H2
Cotton_A_36942_BGI-A2_v1.0	Cotton_A_36942	C2H2
Cotton_A_37800_BGI-A2_v1.0	Cotton_A_37800	C2H2
Cotton_A_37867_BGI-A2_v1.0	Cotton_A_37867	C2H2
Cotton_A_37922_BGI-A2_v1.0	Cotton_A_37922	C2H2
Cotton_A_37977_BGI-A2_v1.0	Cotton_A_37977	C3H
Cotton_A_38190_BGI-A2_v1.0	Cotton_A_38190	C2H2
Cotton_A_38270_BGI-A2_v1.0	Cotton_A_38270	C3H
Cotton_A_38654_BGI-A2_v1.0	Cotton_A_38654	C3H
Cotton_A_38952_BGI-A2_v1.0	Cotton_A_38952	C3H
Cotton_A_38953_BGI-A2_v1.0	Cotton_A_38953	C3H
Cotton_A_38986_BGI-A2_v1.0	Cotton_A_38986	C2H2
Cotton_A_39303_BGI-A2_v1.0	Cotton_A_39303	C3H
Cotton_A_39342_BGI-A2_v1.0	Cotton_A_39342	C2H2
Cotton_A_39901_BGI-A2_v1.0	Cotton_A_39901	C2H2
Cotton_A_40524_BGI-A2_v1.0	Cotton_A_40524	C2H2
Cotton_A_40713_BGI-A2_v1.0	Cotton_A_40713	C2H2
Cotton_A_41187_BGI-A2_v1.0	Cotton_A_41187	C2H2
Cotton_A_41256_BGI-A2_v1.0	Cotton_A_41256	C3H
Cotton_A_00094_BGI-A2_v1.0	Cotton_A_00094	MYB
Cotton_A_00174_BGI-A2_v1.0	Cotton_A_00174	MYB
Cotton_A_00334_BGI-A2_v1.0	Cotton_A_00334	MYB
Cotton_A_00477_BGI-A2_v1.0	Cotton_A_00477	MYB
Cotton_A_00642_BGI-A2_v1.0	Cotton_A_00642	MYB
Cotton_A_00894_BGI-A2_v1.0	Cotton_A_00894	MYB
Cotton_A_01315_BGI-A2_v1.0	Cotton_A_01315	MYB
Cotton_A_01409_BGI-A2_v1.0	Cotton_A_01409	MYB
Cotton_A_01428_BGI-A2_v1.0	Cotton_A_01428	MYB
Cotton_A_01467_BGI-A2_v1.0	Cotton_A_01467	MYB
Cotton_A_01493_BGI-A2_v1.0	Cotton_A_01493	MYB
Cotton_A_01697_BGI-A2_v1.0	Cotton_A_01697	MYB
Cotton_A_01754_BGI-A2_v1.0	Cotton_A_01754	MYB
Cotton_A_01827_BGI-A2_v1.0	Cotton_A_01827	MYB
Cotton_A_02435_BGI-A2_v1.0	Cotton_A_02435	MYB
Cotton_A_02473_BGI-A2_v1.0	Cotton_A_02473	MYB
Cotton_A_02483_BGI-A2_v1.0	Cotton_A_02483	MYB
Cotton_A_02517_BGI-A2_v1.0	Cotton_A_02517	MYB
Cotton_A_02566_BGI-A2_v1.0	Cotton_A_02566	MYB
Cotton_A_03022_BGI-A2_v1.0	Cotton_A_03022	MYB
Cotton_A_03295_BGI-A2_v1.0	Cotton_A_03295	MYB
Cotton_A_03397_BGI-A2_v1.0	Cotton_A_03397	MYB
Cotton_A_03836_BGI-A2_v1.0	Cotton_A_03836	MYB
Cotton_A_03861_BGI-A2_v1.0	Cotton_A_03861	MYB
Cotton_A_03997_BGI-A2_v1.0	Cotton_A_03997	MYB
Cotton_A_04729_BGI-A2_v1.0	Cotton_A_04729	MYB
Cotton_A_04802_BGI-A2_v1.0	Cotton_A_04802	MYB
Cotton_A_05028_BGI-A2_v1.0	Cotton_A_05028	MYB
Cotton_A_05061_BGI-A2_v1.0	Cotton_A_05061	MYB
Cotton_A_05148_BGI-A2_v1.0	Cotton_A_05148	MYB
Cotton_A_05449_BGI-A2_v1.0	Cotton_A_05449	MYB
Cotton_A_05573_BGI-A2_v1.0	Cotton_A_05573	MYB
Cotton_A_05603_BGI-A2_v1.0	Cotton_A_05603	MYB
